,support,itemsets
70,0.6078431372549019,"frozenset({'Ya Pernah DBD', 'Ya berGejala'})"
71,0.4215686274509804,"frozenset({'Tidak Pernah Ada Penderita', 'Ya Pernah DBD'})"
72,0.4215686274509804,"frozenset({'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
73,0.4803921568627451,"frozenset({'Makassar', 'Ya Pernah DBD'})"
74,0.47058823529411764,"frozenset({'Tidak Pernah Vaksin', 'Ya Pernah DBD'})"
75,0.4117647058823529,"frozenset({'Tidak Pernah Ada Penderita', 'Ya Pernah DBD', 'Ya berGejala'})"
76,0.3137254901960784,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak Pernah Vaksin', 'Ya Pernah DBD'})"
77,0.3333333333333333,"frozenset({'Tidak Pernah Ada Penderita', 'Makassar', 'Ya Pernah DBD'})"
78,0.30392156862745096,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak Pernah Vaksin', 'Ya Pernah DBD', 'Ya berGejala'})"
79,0.24509803921568626,"frozenset({'Tidak Pernah Ada Penderita', 'Makassar', 'Tidak Pernah Vaksin', 'Ya Pernah DBD'})"
80,0.23529411764705882,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
81,0.3235294117647059,"frozenset({'Tidak Pernah Ada Penderita', 'Makassar', 'Ya Pernah DBD', 'Ya berGejala'})"
82,0.4215686274509804,"frozenset({'Tidak Pernah Ada Penderita', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
83,0.4117647058823529,"frozenset({'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Ya berGejala'})"
84,0.3137254901960784,"frozenset({'Tidak Pernah Vaksin', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
85,0.3333333333333333,"frozenset({'Makassar', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
86,0.4117647058823529,"frozenset({'Tidak Pernah Ada Penderita', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Ya berGejala'})"
87,0.3137254901960784,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak Pernah Vaksin', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
88,0.30392156862745096,"frozenset({'Tidak Pernah Vaksin', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Ya berGejala'})"
89,0.24509803921568626,"frozenset({'Makassar', 'Tidak Pernah Vaksin', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
90,0.30392156862745096,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
91,0.24509803921568626,"frozenset({'Tidak Pernah Vaksin', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
92,0.23529411764705882,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
93,0.23529411764705882,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
94,0.3333333333333333,"frozenset({'Tidak Pernah Ada Penderita', 'Makassar', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
95,0.3235294117647059,"frozenset({'Makassar', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Ya berGejala'})"
96,0.3235294117647059,"frozenset({'Ya berGejala', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
97,0.47058823529411764,"frozenset({'Makassar', 'Ya Pernah DBD', 'Ya berGejala'})"
98,0.45098039215686275,"frozenset({'Tidak Pernah Vaksin', 'Ya Pernah DBD', 'Ya berGejala'})"
99,0.3627450980392157,"frozenset({'Makassar', 'Tidak Pernah Vaksin', 'Ya Pernah DBD'})"
100,0.35294117647058826,"frozenset({'Makassar', 'Tidak Pernah Vaksin', 'Ya Pernah DBD', 'Ya berGejala'})"
101,0.5882352941176471,"frozenset({'Remaja akhir', 'Ya berGejala'})"
102,0.45098039215686275,"frozenset({'Tidak Pernah Ada Penderita', 'Remaja akhir'})"
103,0.45098039215686275,"frozenset({'Keluarga Tidak DBD', 'Remaja akhir'})"
104,0.39215686274509803,"frozenset({'Ya Pernah DBD', 'Remaja akhir'})"
105,0.5392156862745098,"frozenset({'Makassar', 'Remaja akhir'})"
106,0.5098039215686274,"frozenset({'Tidak Pernah Vaksin', 'Remaja akhir'})"
107,0.4215686274509804,"frozenset({'Tidak Pernah Ada Penderita', 'Remaja akhir', 'Ya berGejala'})"
108,0.4019607843137255,"frozenset({'Tidak Pernah Ada Penderita', 'Makassar', 'Remaja akhir'})"
109,0.35294117647058826,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak Pernah Vaksin', 'Remaja akhir'})"
110,0.37254901960784315,"frozenset({'Tidak Pernah Ada Penderita', 'Makassar', 'Remaja akhir', 'Ya berGejala'})"
111,0.3235294117647059,"frozenset({'Tidak Pernah Ada Penderita', 'Makassar', 'Tidak Pernah Vaksin', 'Remaja akhir'})"
112,0.3235294117647059,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak Pernah Vaksin', 'Remaja akhir', 'Ya berGejala'})"
113,0.29411764705882354,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Remaja akhir', 'Tidak Pernah Ada Penderita', 'Makassar'})"
114,0.45098039215686275,"frozenset({'Tidak Pernah Ada Penderita', 'Keluarga Tidak DBD', 'Remaja akhir'})"
115,0.4215686274509804,"frozenset({'Keluarga Tidak DBD', 'Remaja akhir', 'Ya berGejala'})"
116,0.4019607843137255,"frozenset({'Makassar', 'Keluarga Tidak DBD', 'Remaja akhir'})"
117,0.35294117647058826,"frozenset({'Tidak Pernah Vaksin', 'Keluarga Tidak DBD', 'Remaja akhir'})"
118,0.4215686274509804,"frozenset({'Tidak Pernah Ada Penderita', 'Keluarga Tidak DBD', 'Remaja akhir', 'Ya berGejala'})"
119,0.4019607843137255,"frozenset({'Tidak Pernah Ada Penderita', 'Makassar', 'Keluarga Tidak DBD', 'Remaja akhir'})"
120,0.37254901960784315,"frozenset({'Makassar', 'Keluarga Tidak DBD', 'Remaja akhir', 'Ya berGejala'})"
121,0.37254901960784315,"frozenset({'Ya berGejala', 'Remaja akhir', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
122,0.35294117647058826,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak Pernah Vaksin', 'Keluarga Tidak DBD', 'Remaja akhir'})"
123,0.3235294117647059,"frozenset({'Makassar', 'Tidak Pernah Vaksin', 'Keluarga Tidak DBD', 'Remaja akhir'})"
124,0.3235294117647059,"frozenset({'Keluarga Tidak DBD', 'Tidak Pernah Vaksin', 'Remaja akhir', 'Ya berGejala'})"
125,0.3235294117647059,"frozenset({'Tidak Pernah Vaksin', 'Remaja akhir', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
126,0.3235294117647059,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Remaja akhir', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
127,0.29411764705882354,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Remaja akhir', 'Keluarga Tidak DBD', 'Makassar'})"
128,0.29411764705882354,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Remaja akhir', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
129,0.37254901960784315,"frozenset({'Ya Pernah DBD', 'Remaja akhir', 'Ya berGejala'})"
130,0.24509803921568626,"frozenset({'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Remaja akhir'})"
131,0.24509803921568626,"frozenset({'Tidak Pernah Ada Penderita', 'Ya Pernah DBD', 'Remaja akhir'})"
132,0.30392156862745096,"frozenset({'Makassar', 'Ya Pernah DBD', 'Remaja akhir'})"
133,0.28431372549019607,"frozenset({'Tidak Pernah Vaksin', 'Ya Pernah DBD', 'Remaja akhir'})"
134,0.24509803921568626,"frozenset({'Keluarga Tidak DBD', 'Ya Pernah DBD', 'Remaja akhir', 'Ya berGejala'})"
135,0.20588235294117646,"frozenset({'Makassar', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Remaja akhir'})"
136,0.16666666666666666,"frozenset({'Tidak Pernah Vaksin', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Remaja akhir'})"
137,0.20588235294117646,"frozenset({'Ya berGejala', 'Remaja akhir', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
138,0.16666666666666666,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Remaja akhir', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
139,0.14705882352941177,"frozenset({'Tidak Pernah Vaksin', 'Remaja akhir', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
140,0.14705882352941177,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Remaja akhir', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
141,0.24509803921568626,"frozenset({'Tidak Pernah Ada Penderita', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Remaja akhir'})"
142,0.24509803921568626,"frozenset({'Tidak Pernah Ada Penderita', 'Ya Pernah DBD', 'Remaja akhir', 'Ya berGejala'})"
143,0.20588235294117646,"frozenset({'Tidak Pernah Ada Penderita', 'Makassar', 'Ya Pernah DBD', 'Remaja akhir'})"
144,0.16666666666666666,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak Pernah Vaksin', 'Ya Pernah DBD', 'Remaja akhir'})"
145,0.24509803921568626,"frozenset({'Ya berGejala', 'Remaja akhir', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
146,0.20588235294117646,"frozenset({'Ya berGejala', 'Remaja akhir', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
147,0.20588235294117646,"frozenset({'Remaja akhir', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
148,0.20588235294117646,"frozenset({'Ya berGejala', 'Remaja akhir', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
149,0.16666666666666666,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Remaja akhir', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita'})"
150,0.16666666666666666,"frozenset({'Tidak Pernah Vaksin', 'Remaja akhir', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
151,0.14705882352941177,"frozenset({'Tidak Pernah Vaksin', 'Remaja akhir', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
152,0.16666666666666666,"frozenset({'Tidak Pernah Vaksin', 'Remaja akhir', 'Ya berGejala', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
153,0.14705882352941177,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Remaja akhir', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
154,0.14705882352941177,"frozenset({'Tidak Pernah Vaksin', 'Remaja akhir', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
155,0.14705882352941177,"frozenset({'Tidak Pernah Vaksin', 'Remaja akhir', 'Ya berGejala', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
156,0.30392156862745096,"frozenset({'Makassar', 'Ya Pernah DBD', 'Remaja akhir', 'Ya berGejala'})"
157,0.27450980392156865,"frozenset({'Tidak Pernah Vaksin', 'Ya Pernah DBD', 'Remaja akhir', 'Ya berGejala'})"
158,0.23529411764705882,"frozenset({'Makassar', 'Tidak Pernah Vaksin', 'Ya Pernah DBD', 'Remaja akhir'})"
159,0.23529411764705882,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Remaja akhir', 'Ya Pernah DBD', 'Makassar'})"
160,0.5098039215686274,"frozenset({'Makassar', 'Remaja akhir', 'Ya berGejala'})"
161,0.47058823529411764,"frozenset({'Tidak Pernah Vaksin', 'Remaja akhir', 'Ya berGejala'})"
162,0.45098039215686275,"frozenset({'Makassar', 'Tidak Pernah Vaksin', 'Remaja akhir'})"
163,0.4215686274509804,"frozenset({'Makassar', 'Tidak Pernah Vaksin', 'Remaja akhir', 'Ya berGejala'})"
164,0.5980392156862745,"frozenset({'Normal', 'Ya berGejala'})"
165,0.4411764705882353,"frozenset({'Tidak Pernah Ada Penderita', 'Normal'})"
166,0.4411764705882353,"frozenset({'Normal', 'Keluarga Tidak DBD'})"
167,0.39215686274509803,"frozenset({'Normal', 'Remaja akhir'})"
168,0.39215686274509803,"frozenset({'Ya Pernah DBD', 'Normal'})"
169,0.5098039215686274,"frozenset({'Tidak Pernah Vaksin', 'Normal'})"
170,0.5,"frozenset({'Makassar', 'Normal'})"
171,0.4117647058823529,"frozenset({'Tidak Pernah Ada Penderita', 'Normal', 'Ya berGejala'})"
172,0.37254901960784315,"frozenset({'Tidak Pernah Ada Penderita', 'Makassar', 'Normal'})"
173,0.35294117647058826,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak Pernah Vaksin', 'Normal'})"
174,0.3431372549019608,"frozenset({'Tidak Pernah Ada Penderita', 'Makassar', 'Normal', 'Ya berGejala'})"
175,0.3235294117647059,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala'})"
176,0.30392156862745096,"frozenset({'Tidak Pernah Ada Penderita', 'Makassar', 'Tidak Pernah Vaksin', 'Normal'})"
177,0.27450980392156865,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Tidak Pernah Ada Penderita', 'Makassar'})"
178,0.4411764705882353,"frozenset({'Tidak Pernah Ada Penderita', 'Normal', 'Keluarga Tidak DBD'})"
179,0.4117647058823529,"frozenset({'Normal', 'Keluarga Tidak DBD', 'Ya berGejala'})"
180,0.37254901960784315,"frozenset({'Makassar', 'Normal', 'Keluarga Tidak DBD'})"
181,0.35294117647058826,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Keluarga Tidak DBD'})"
182,0.4117647058823529,"frozenset({'Tidak Pernah Ada Penderita', 'Normal', 'Keluarga Tidak DBD', 'Ya berGejala'})"
183,0.37254901960784315,"frozenset({'Tidak Pernah Ada Penderita', 'Makassar', 'Normal', 'Keluarga Tidak DBD'})"
184,0.3431372549019608,"frozenset({'Makassar', 'Normal', 'Keluarga Tidak DBD', 'Ya berGejala'})"
185,0.3431372549019608,"frozenset({'Normal', 'Ya berGejala', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
186,0.35294117647058826,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak Pernah Vaksin', 'Normal', 'Keluarga Tidak DBD'})"
187,0.3235294117647059,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Keluarga Tidak DBD', 'Ya berGejala'})"
188,0.30392156862745096,"frozenset({'Makassar', 'Tidak Pernah Vaksin', 'Normal', 'Keluarga Tidak DBD'})"
189,0.3235294117647059,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
190,0.30392156862745096,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
191,0.27450980392156865,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Keluarga Tidak DBD', 'Makassar'})"
192,0.27450980392156865,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
193,0.38235294117647056,"frozenset({'Normal', 'Remaja akhir', 'Ya berGejala'})"
194,0.27450980392156865,"frozenset({'Normal', 'Keluarga Tidak DBD', 'Remaja akhir'})"
195,0.27450980392156865,"frozenset({'Tidak Pernah Ada Penderita', 'Normal', 'Remaja akhir'})"
196,0.3333333333333333,"frozenset({'Makassar', 'Normal', 'Remaja akhir'})"
197,0.3235294117647059,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Remaja akhir'})"
198,0.2647058823529412,"frozenset({'Keluarga Tidak DBD', 'Normal', 'Remaja akhir', 'Ya berGejala'})"
199,0.23529411764705882,"frozenset({'Makassar', 'Normal', 'Keluarga Tidak DBD', 'Remaja akhir'})"
200,0.21568627450980393,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Keluarga Tidak DBD', 'Remaja akhir'})"
201,0.22549019607843138,"frozenset({'Normal', 'Ya berGejala', 'Remaja akhir', 'Keluarga Tidak DBD', 'Makassar'})"
202,0.20588235294117646,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Remaja akhir', 'Keluarga Tidak DBD'})"
203,0.19607843137254902,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Remaja akhir', 'Keluarga Tidak DBD', 'Makassar'})"
204,0.18627450980392157,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Remaja akhir', 'Keluarga Tidak DBD', 'Makassar'})"
205,0.27450980392156865,"frozenset({'Tidak Pernah Ada Penderita', 'Normal', 'Keluarga Tidak DBD', 'Remaja akhir'})"
206,0.2647058823529412,"frozenset({'Tidak Pernah Ada Penderita', 'Normal', 'Remaja akhir', 'Ya berGejala'})"
207,0.23529411764705882,"frozenset({'Tidak Pernah Ada Penderita', 'Makassar', 'Normal', 'Remaja akhir'})"
208,0.21568627450980393,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak Pernah Vaksin', 'Normal', 'Remaja akhir'})"
209,0.2647058823529412,"frozenset({'Normal', 'Ya berGejala', 'Remaja akhir', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
210,0.23529411764705882,"frozenset({'Normal', 'Remaja akhir', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
211,0.22549019607843138,"frozenset({'Normal', 'Ya berGejala', 'Remaja akhir', 'Tidak Pernah Ada Penderita', 'Makassar'})"
212,0.22549019607843138,"frozenset({'Normal', 'Ya berGejala', 'Remaja akhir', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
213,0.21568627450980393,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Remaja akhir', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
214,0.20588235294117646,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Remaja akhir', 'Tidak Pernah Ada Penderita'})"
215,0.19607843137254902,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Remaja akhir', 'Tidak Pernah Ada Penderita', 'Makassar'})"
216,0.20588235294117646,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Remaja akhir', 'Ya berGejala', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
217,0.19607843137254902,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Remaja akhir', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
218,0.18627450980392157,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Remaja akhir', 'Tidak Pernah Ada Penderita', 'Makassar'})"
219,0.18627450980392157,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Remaja akhir', 'Ya berGejala', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
220,0.3235294117647059,"frozenset({'Makassar', 'Normal', 'Remaja akhir', 'Ya berGejala'})"
221,0.3137254901960784,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Remaja akhir', 'Ya berGejala'})"
222,0.28431372549019607,"frozenset({'Makassar', 'Tidak Pernah Vaksin', 'Normal', 'Remaja akhir'})"
223,0.27450980392156865,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Remaja akhir', 'Makassar'})"
224,0.38235294117647056,"frozenset({'Ya Pernah DBD', 'Normal', 'Ya berGejala'})"
225,0.2549019607843137,"frozenset({'Ya Pernah DBD', 'Normal', 'Keluarga Tidak DBD'})"
226,0.2549019607843137,"frozenset({'Tidak Pernah Ada Penderita', 'Ya Pernah DBD', 'Normal'})"
227,0.22549019607843138,"frozenset({'Ya Pernah DBD', 'Normal', 'Remaja akhir'})"
228,0.3137254901960784,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya Pernah DBD'})"
229,0.29411764705882354,"frozenset({'Makassar', 'Ya Pernah DBD', 'Normal'})"
230,0.24509803921568626,"frozenset({'Ya Pernah DBD', 'Normal', 'Keluarga Tidak DBD', 'Ya berGejala'})"
231,0.19607843137254902,"frozenset({'Makassar', 'Ya Pernah DBD', 'Normal', 'Keluarga Tidak DBD'})"
232,0.19607843137254902,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Keluarga Tidak DBD', 'Ya Pernah DBD'})"
233,0.18627450980392157,"frozenset({'Normal', 'Ya berGejala', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
234,0.18627450980392157,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
235,0.1568627450980392,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
236,0.14705882352941177,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
237,0.2549019607843137,"frozenset({'Tidak Pernah Ada Penderita', 'Ya Pernah DBD', 'Normal', 'Keluarga Tidak DBD'})"
238,0.24509803921568626,"frozenset({'Tidak Pernah Ada Penderita', 'Ya Pernah DBD', 'Normal', 'Ya berGejala'})"
239,0.19607843137254902,"frozenset({'Tidak Pernah Ada Penderita', 'Makassar', 'Ya Pernah DBD', 'Normal'})"
240,0.19607843137254902,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak Pernah Vaksin', 'Normal', 'Ya Pernah DBD'})"
